Level,Date,NoOfVacancies,SkillLevel,State,Title
2,01/02/2012,214.45,3,TAS,TAS skill level 3
2,01/02/2012,432.94,4,TAS,TAS skill level 4
2,01/02/2012,418.85,5,TAS,TAS skill level 5
1,01/02/2012,3804.6,0,NT,NT TOTAL
2,01/02/2012,1042.27,1,NT,NT skill level 1
2,01/02/2012,364.81,2,NT,NT skill level 2
2,01/02/2012,539.92,3,NT,NT skill level 3
2,01/02/2012,1195.1,4,NT,NT skill level 4
2,01/02/2012,581.74,5,NT,NT skill level 5
1,01/02/2012,4701.23,0,ACT,ACT TOTAL
2,01/02/2012,2313.98,1,ACT,ACT skill level 1
2,01/02/2012,512.28,2,ACT,ACT skill level 2
2,01/02/2012,330.54,3,ACT,ACT skill level 3
2,01/02/2012,1028.21,4,ACT,ACT skill level 4
2,01/02/2012,489.63,5,ACT,ACT skill level 5
0,01/02/2013,145113.7,0,AUST,AUSTRALIAN TOTAL
2,01/02/2013,53709.41,1,AUST,Australia skill level 1
2,01/02/2013,13562.11,2,AUST,Australia skill level 2
2,01/02/2013,16981.93,3,AUST,Australia skill level 3
2,01/02/2013,39603.53,4,AUST,Australia skill level 4
2,01/02/2013,21197.56,5,AUST,Australia skill level 5
1,01/02/2013,48564.76,0,NSW,NSW TOTAL
2,01/02/2013,19811.53,1,NSW,NSW skill level 1
2,01/02/2013,4229.24,2,NSW,NSW skill level 2
2,01/02/2013,4945.73,3,NSW,NSW skill level 3
2,01/02/2013,13035.8,4,NSW,NSW skill level 4
2,01/02/2013,6505.61,5,NSW,NSW skill level 5
1,01/02/2013,33034.1,0,VIC,VIC TOTAL
2,01/02/2013,12195.2,1,VIC,VIC skill level 1
2,01/02/2013,3162.35,2,VIC,VIC skill level 2
2,01/02/2013,3618.08,3,VIC,VIC skill level 3
2,01/02/2013,9138.46,4,VIC,VIC skill level 4
2,01/02/2013,4918.67,5,VIC,VIC skill level 5
1,01/02/2013,28998.94,0,QLD,QLD TOTAL
2,01/02/2013,9445.02,1,QLD,QLD skill level 1
2,01/02/2013,2758.38,2,QLD,QLD skill level 2
2,01/02/2013,3973.04,3,QLD,QLD skill level 3
2,01/02/2013,8002.24,4,QLD,QLD skill level 4
2,01/02/2013,4817.81,5,QLD,QLD skill level 5
1,01/02/2013,7041.44,0,SA,SA TOTAL
2,01/02/2013,2001.12,1,SA,SA skill level 1
2,01/02/2013,632.63,2,SA,SA skill level 2
2,01/02/2013,846.77,3,SA,SA skill level 3
2,01/02/2013,2043.01,4,SA,SA skill level 4
2,01/02/2013,1491.58,5,SA,SA skill level 5
1,01/02/2013,19731.11,0,WA,WA TOTAL
2,01/02/2013,7424.21,1,WA,WA skill level 1
2,01/02/2013,2043.67,2,WA,WA skill level 2
2,01/02/2013,2710.83,3,WA,WA skill level 3
2,01/02/2013,5342.44,4,WA,WA skill level 4
2,01/02/2013,2270.42,5,WA,WA skill level 5
1,01/02/2013,1503.64,0,TAS,TAS TOTAL
2,01/02/2013,380.95,1,TAS,TAS skill level 1
2,01/02/2013,131.01,2,TAS,TAS skill level 2
2,01/02/2013,182.65,3,TAS,TAS skill level 3
2,01/02/2013,449.91,4,TAS,TAS skill level 4
2,01/02/2013,361.35,5,TAS,TAS skill level 5
1,01/02/2013,2701.73,0,NT,NT TOTAL
2,01/02/2013,786.05,1,NT,NT skill level 1
2,01/02/2013,215.05,2,NT,NT skill level 2
2,01/02/2013,422.19,3,NT,NT skill level 3
2,01/02/2013,829.21,4,NT,NT skill level 4
2,01/02/2013,413.8,5,NT,NT skill level 5
1,01/02/2013,3474.92,0,ACT,ACT TOTAL
2,01/02/2013,1669.49,1,ACT,ACT skill level 1
2,01/02/2013,415.99,2,ACT,ACT skill level 2
2,01/02/2013,228.93,3,ACT,ACT skill level 3
2,01/02/2013,734.79,4,ACT,ACT skill level 4
2,01/02/2013,424.11,5,ACT,ACT skill level 5
0,01/02/2014,147460.06,0,AUST,AUSTRALIAN TOTAL
2,01/02/2014,52555.78,1,AUST,Australia skill level 1
2,01/02/2014,14670.08,2,AUST,Australia skill level 2
2,01/02/2014,18733.95,3,AUST,Australia skill level 3
2,01/02/2014,40549.79,4,AUST,Australia skill level 4
2,01/02/2014,20949.47,5,AUST,Australia skill level 5
1,01/02/2014,51485.69,0,NSW,NSW TOTAL
2,01/02/2014,20519.58,1,NSW,NSW skill level 1
2,01/02/2014,4795.95,2,NSW,NSW skill level 2
2,01/02/2014,5698.68,3,NSW,NSW skill level 3
2,01/02/2014,13718.05,4,NSW,NSW skill level 4
2,01/02/2014,6683.36,5,NSW,NSW skill level 5
1,01/02/2014,35955.91,0,VIC,VIC TOTAL
2,01/02/2014,13207.8,1,VIC,VIC skill level 1
2,01/02/2014,3501.65,2,VIC,VIC skill level 2
2,01/02/2014,4302.23,3,VIC,VIC skill level 3
2,01/02/2014,9880.28,4,VIC,VIC skill level 4
2,01/02/2014,5053.55,5,VIC,VIC skill level 5
1,01/02/2014,28599.64,0,QLD,QLD TOTAL
2,01/02/2014,8886.87,1,QLD,QLD skill level 1
2,01/02/2014,3055.5,2,QLD,QLD skill level 2
2,01/02/2014,3940.73,3,QLD,QLD skill level 3
2,01/02/2014,8130.07,4,QLD,QLD skill level 4
2,01/02/2014,4563.56,5,QLD,QLD skill level 5
1,01/02/2014,6992.47,0,SA,SA TOTAL
2,01/02/2014,1930,1,SA,SA skill level 1
2,01/02/2014,671.76,2,SA,SA skill level 2
2,01/02/2014,955.08,3,SA,SA skill level 3
2,01/02/2014,1991.52,4,SA,SA skill level 4
2,01/02/2014,1407.65,5,SA,SA skill level 5
1,01/02/2014,17035.97,0,WA,WA TOTAL
2,01/02/2014,5300.48,1,WA,WA skill level 1
2,01/02/2014,1872.01,2,WA,WA skill level 2
2,01/02/2014,2864.85,3,WA,WA skill level 3
2,01/02/2014,4909.79,4,WA,WA skill level 4
2,01/02/2014,2138.68,5,WA,WA skill level 5
1,01/02/2014,1551.47,0,TAS,TAS TOTAL
2,01/02/2014,379.78,1,TAS,TAS skill level 1
2,01/02/2014,167.26,2,TAS,TAS skill level 2
2,01/02/2014,186.8,3,TAS,TAS skill level 3
2,01/02/2014,436.45,4,TAS,TAS skill level 4
2,01/02/2014,387.59,5,TAS,TAS skill level 5
1,01/02/2014,2588.02,0,NT,NT TOTAL
2,01/02/2014,695.94,1,NT,NT skill level 1
2,01/02/2014,283.63,2,NT,NT skill level 2
2,01/02/2014,487.65,3,NT,NT skill level 3
2,01/02/2014,736.2,4,NT,NT skill level 4
2,01/02/2014,358.07,5,NT,NT skill level 5
1,01/02/2014,3353.49,0,ACT,ACT TOTAL
2,01/02/2014,1704.28,1,ACT,ACT skill level 1
2,01/02/2014,359.34,2,ACT,ACT skill level 2
2,01/02/2014,242.91,3,ACT,ACT skill level 3
2,01/02/2014,751.41,4,ACT,ACT skill level 4
2,01/02/2014,303.58,5,ACT,ACT skill level 5
0,01/02/2015,154881.37,0,AUST,AUSTRALIAN TOTAL
2,01/02/2015,55904.24,1,AUST,Australia skill level 1
2,01/02/2015,15824.73,2,AUST,Australia skill level 2
2,01/02/2015,18341.43,3,AUST,Australia skill level 3
2,01/02/2015,43482.13,4,AUST,Australia skill level 4
2,01/02/2015,21434,5,AUST,Australia skill level 5
1,01/02/2015,57353.29,0,NSW,NSW TOTAL
2,01/02/2015,23241.67,1,NSW,NSW skill level 1
2,01/02/2015,5594.05,2,NSW,NSW skill level 2
2,01/02/2015,5925.26,3,NSW,NSW skill level 3
2,01/02/2015,15486.97,4,NSW,NSW skill level 4
2,01/02/2015,7083.86,5,NSW,NSW skill level 5
1,01/02/2015,38772.33,0,VIC,VIC TOTAL
2,01/02/2015,13797.22,1,VIC,VIC skill level 1
2,01/02/2015,3933.65,2,VIC,VIC skill level 2
2,01/02/2015,4430.44,3,VIC,VIC skill level 3
2,01/02/2015,11177.58,4,VIC,VIC skill level 4
2,01/02/2015,5403.74,5,VIC,VIC skill level 5
1,01/02/2015,28404.88,0,QLD,QLD TOTAL
2,01/02/2015,9225.08,1,QLD,QLD skill level 1
2,01/02/2015,2996.13,2,QLD,QLD skill level 2
2,01/02/2015,3703.55,3,QLD,QLD skill level 3
2,01/02/2015,8159.4,4,QLD,QLD skill level 4
2,01/02/2015,4303.71,5,QLD,QLD skill level 5
1,01/02/2015,6830.4,0,SA,SA TOTAL
2,01/02/2015,1943.5,1,SA,SA skill level 1
2,01/02/2015,668.3,2,SA,SA skill level 2
2,01/02/2015,848.47,3,SA,SA skill level 3
2,01/02/2015,2048.95,4,SA,SA skill level 4
2,01/02/2015,1290.41,5,SA,SA skill level 5
1,01/02/2015,16204.59,0,WA,WA TOTAL
2,01/02/2015,4847.48,1,WA,WA skill level 1
2,01/02/2015,1847.74,2,WA,WA skill level 2
2,01/02/2015,2535.69,3,WA,WA skill level 3
2,01/02/2015,4683.93,4,WA,WA skill level 4
2,01/02/2015,2344.24,5,WA,WA skill level 5
1,01/02/2015,1531.35,0,TAS,TAS TOTAL
2,01/02/2015,372.21,1,TAS,TAS skill level 1
2,01/02/2015,178.7,2,TAS,TAS skill level 2
2,01/02/2015,202.33,3,TAS,TAS skill level 3
2,01/02/2015,447.78,4,TAS,TAS skill level 4
2,01/02/2015,343.23,5,TAS,TAS skill level 5
1,01/02/2015,2204.58,0,NT,NT TOTAL
2,01/02/2015,689.42,1,NT,NT skill level 1
2,01/02/2015,244.48,2,NT,NT skill level 2
2,01/02/2015,343.63,3,NT,NT skill level 3
2,01/02/2015,630.54,4,NT,NT skill level 4
2,01/02/2015,288.15,5,NT,NT skill level 5
1,01/02/2015,3770.11,0,ACT,ACT TOTAL
2,01/02/2015,1915.72,1,ACT,ACT skill level 1
2,01/02/2015,421.61,2,ACT,ACT skill level 2
2,01/02/2015,299.49,3,ACT,ACT skill level 3
2,01/02/2015,839.37,4,ACT,ACT skill level 4
2,01/02/2015,306.23,5,ACT,ACT skill level 5
0,01/02/2016,162371.38,0,AUST,AUSTRALIAN TOTAL
2,01/02/2016,60911.59,1,AUST,Australia skill level 1
2,01/02/2016,17463.66,2,AUST,Australia skill level 2
2,01/02/2016,19404.02,3,AUST,Australia skill level 3
2,01/02/2016,43665.62,4,AUST,Australia skill level 4
2,01/02/2016,21172.02,5,AUST,Australia skill level 5
1,01/02/2016,64150.05,0,NSW,NSW TOTAL
2,01/02/2016,25698.33,1,NSW,NSW skill level 1
2,01/02/2016,6652.66,2,NSW,NSW skill level 2
2,01/02/2016,7107.96,3,NSW,NSW skill level 3
2,01/02/2016,16970.92,4,NSW,NSW skill level 4
2,01/02/2016,7727.09,5,NSW,NSW skill level 5
1,01/02/2016,41098.83,0,VIC,VIC TOTAL
2,01/02/2016,15828.28,1,VIC,VIC skill level 1
2,01/02/2016,4404.05,2,VIC,VIC skill level 2
2,01/02/2016,4623.29,3,VIC,VIC skill level 3
2,01/02/2016,11160.37,4,VIC,VIC skill level 4
2,01/02/2016,5166.18,5,VIC,VIC skill level 5
1,01/02/2016,29186.24,0,QLD,QLD TOTAL
2,01/02/2016,9867.23,1,QLD,QLD skill level 1
2,01/02/2016,3195.7,2,QLD,QLD skill level 2
2,01/02/2016,3744.1,3,QLD,QLD skill level 3
2,01/02/2016,7968.92,4,QLD,QLD skill level 4
2,01/02/2016,4421.24,5,QLD,QLD skill level 5
1,01/02/2016,6650.24,0,SA,SA TOTAL
2,01/02/2016,1936.69,1,SA,SA skill level 1
2,01/02/2016,739.59,2,SA,SA skill level 2
2,01/02/2016,865,3,SA,SA skill level 3
2,01/02/2016,1869.13,4,SA,SA skill level 4
2,01/02/2016,1218.54,5,SA,SA skill level 5
1,01/02/2016,13008.24,0,WA,WA TOTAL
2,01/02/2016,4206.68,1,WA,WA skill level 1
2,01/02/2016,1520.65,2,WA,WA skill level 2
2,01/02/2016,2147.6,3,WA,WA skill level 3
2,01/02/2016,3596.1,4,WA,WA skill level 4
2,01/02/2016,1593.76,5,WA,WA skill level 5
1,01/02/2016,1479.84,0,TAS,TAS TOTAL
2,01/02/2016,422.06,1,TAS,TAS skill level 1
2,01/02/2016,188.4,2,TAS,TAS skill level 2
2,01/02/2016,143.44,3,TAS,TAS skill level 3
2,01/02/2016,431.87,4,TAS,TAS skill level 4
2,01/02/2016,313.63,5,TAS,TAS skill level 5
1,01/02/2016,1976.15,0,NT,NT TOTAL
2,01/02/2016,645.57,1,NT,NT skill level 1
2,01/02/2016,260.5,2,NT,NT skill level 2
2,01/02/2016,287.48,3,NT,NT skill level 3
2,01/02/2016,529.27,4,NT,NT skill level 4
2,01/02/2016,249.73,5,NT,NT skill level 5
1,01/02/2016,4892.14,0,ACT,ACT TOTAL
2,01/02/2016,2399.74,1,ACT,ACT skill level 1
2,01/02/2016,549.39,2,ACT,ACT skill level 2
2,01/02/2016,404.57,3,ACT,ACT skill level 3
2,01/02/2016,1123.51,4,ACT,ACT skill level 4
2,01/02/2016,434.75,5,ACT,ACT skill level 5
0,01/02/2017,167396.94,0,AUST,AUSTRALIAN TOTAL
2,01/02/2017,62297.46,1,AUST,Australia skill level 1
2,01/02/2017,17102.24,2,AUST,Australia skill level 2
2,01/02/2017,20866.53,3,AUST,Australia skill level 3
2,01/02/2017,46135.16,4,AUST,Australia skill level 4
2,01/02/2017,21059.42,5,AUST,Australia skill level 5
1,01/02/2017,64535.88,0,NSW,NSW TOTAL
2,01/02/2017,25519.68,1,NSW,NSW skill level 1
2,01/02/2017,6588.26,2,NSW,NSW skill level 2
2,01/02/2017,7346.46,3,NSW,NSW skill level 3
2,01/02/2017,17726.15,4,NSW,NSW skill level 4
2,01/02/2017,7368.44,5,NSW,NSW skill level 5
1,01/02/2017,43046.51,0,VIC,VIC TOTAL
2,01/02/2017,16682.68,1,VIC,VIC skill level 1
2,01/02/2017,4395.2,2,VIC,VIC skill level 2
2,01/02/2017,5054.72,3,VIC,VIC skill level 3
2,01/02/2017,11720.57,4,VIC,VIC skill level 4
2,01/02/2017,5235.96,5,VIC,VIC skill level 5
1,01/02/2017,30344.51,0,QLD,QLD TOTAL
2,01/02/2017,9756.66,1,QLD,QLD skill level 1
2,01/02/2017,3061.6,2,QLD,QLD skill level 2
2,01/02/2017,4218.88,3,QLD,QLD skill level 3
2,01/02/2017,8683.51,4,QLD,QLD skill level 4
2,01/02/2017,4590.23,5,QLD,QLD skill level 5
1,01/02/2017,7705.21,0,SA,SA TOTAL
2,01/02/2017,2283.43,1,SA,SA skill level 1
2,01/02/2017,784.97,2,SA,SA skill level 2
2,01/02/2017,1000.93,3,SA,SA skill level 3
2,01/02/2017,2209,4,SA,SA skill level 4
2,01/02/2017,1395.99,5,SA,SA skill level 5
1,01/02/2017,13522.68,0,WA,WA TOTAL
2,01/02/2017,4587.76,1,WA,WA skill level 1
2,01/02/2017,1474.66,2,WA,WA skill level 2
2,01/02/2017,2272.62,3,WA,WA skill level 3
2,01/02/2017,3772.26,4,WA,WA skill level 4
2,01/02/2017,1465.3,5,WA,WA skill level 5
1,01/02/2017,1496.01,0,TAS,TAS TOTAL
2,01/02/2017,456.34,1,TAS,TAS skill level 1
2,01/02/2017,147.76,2,TAS,TAS skill level 2
2,01/02/2017,185.51,3,TAS,TAS skill level 3
2,01/02/2017,435.64,4,TAS,TAS skill level 4
2,01/02/2017,296.92,5,TAS,TAS skill level 5
1,01/02/2017,1656.87,0,NT,NT TOTAL
2,01/02/2017,587.79,1,NT,NT skill level 1
2,01/02/2017,182.36,2,NT,NT skill level 2
2,01/02/2017,266.69,3,NT,NT skill level 3
2,01/02/2017,436.05,4,NT,NT skill level 4
2,01/02/2017,182.46,5,NT,NT skill level 5
1,01/02/2017,5217.57,0,ACT,ACT TOTAL
2,01/02/2017,2574,1,ACT,ACT skill level 1
2,01/02/2017,540.55,2,ACT,ACT skill level 2
2,01/02/2017,469.36,3,ACT,ACT skill level 3
2,01/02/2017,1155.22,4,ACT,ACT skill level 4
2,01/02/2017,500.27,5,ACT,ACT skill level 5
0,01/01/2006,212316.15,0,AUST,AUSTRALIAN TOTAL
2,01/01/2006,63888.9,1,AUST,Australia skill level 1
2,01/01/2006,15397.95,2,AUST,Australia skill level 2
2,01/01/2006,24304.08,3,AUST,Australia skill level 3
2,01/01/2006,61907.53,4,AUST,Australia skill level 4
2,01/01/2006,45815.97,5,AUST,Australia skill level 5
1,01/01/2006,73028.66,0,NSW,NSW TOTAL
2,01/01/2006,26337.52,1,NSW,NSW skill level 1
2,01/01/2006,5253.75,2,NSW,NSW skill level 2
2,01/01/2006,7352.1,3,NSW,NSW skill level 3
2,01/01/2006,21080.63,4,NSW,NSW skill level 4
2,01/01/2006,12539.94,5,NSW,NSW skill level 5
1,01/01/2006,49394.97,0,VIC,VIC TOTAL
2,01/01/2006,14864.39,1,VIC,VIC skill level 1
2,01/01/2006,3247.27,2,VIC,VIC skill level 2
2,01/01/2006,5487.13,3,VIC,VIC skill level 3
2,01/01/2006,14882,4,VIC,VIC skill level 4
2,01/01/2006,10701.22,5,VIC,VIC skill level 5
1,01/01/2006,49755.38,0,QLD,QLD TOTAL
2,01/01/2006,12397.37,1,QLD,QLD skill level 1
2,01/01/2006,3848.28,2,QLD,QLD skill level 2
2,01/01/2006,6735.58,3,QLD,QLD skill level 3
2,01/01/2006,14353.92,4,QLD,QLD skill level 4
2,01/01/2006,12215.91,5,QLD,QLD skill level 5
1,01/01/2006,13112.11,0,SA,SA TOTAL
2,01/01/2006,2696.31,1,SA,SA skill level 1
2,01/01/2006,876.77,2,SA,SA skill level 2
2,01/01/2006,1754.19,3,SA,SA skill level 3
2,01/01/2006,3938.87,4,SA,SA skill level 4
2,01/01/2006,3837.77,5,SA,SA skill level 5
1,01/01/2006,18063.03,0,WA,WA TOTAL
2,01/01/2006,4961.65,1,WA,WA skill level 1
2,01/01/2006,1399.1,2,WA,WA skill level 2
2,01/01/2006,2029.83,3,WA,WA skill level 3
2,01/01/2006,5474.27,4,WA,WA skill level 4
2,01/01/2006,4135.29,5,WA,WA skill level 5
1,01/01/2006,2891.2,0,TAS,TAS TOTAL
2,01/01/2006,465,1,TAS,TAS skill level 1
2,01/01/2006,176.51,2,TAS,TAS skill level 2
2,01/01/2006,340.02,3,TAS,TAS skill level 3
2,01/01/2006,830.88,4,TAS,TAS skill level 4
2,01/01/2006,1062.74,5,TAS,TAS skill level 5
1,01/01/2006,2547.61,0,NT,NT TOTAL
2,01/01/2006,519.13,1,NT,NT skill level 1
2,01/01/2006,203.93,2,NT,NT skill level 2
2,01/01/2006,376.31,3,NT,NT skill level 3
2,01/01/2006,741.2,4,NT,NT skill level 4
2,01/01/2006,740.32,5,NT,NT skill level 5
1,01/01/2006,3163.52,0,ACT,ACT TOTAL
2,01/01/2006,1517.41,1,ACT,ACT skill level 1
2,01/01/2006,310.35,2,ACT,ACT skill level 2
2,01/01/2006,211.79,3,ACT,ACT skill level 3
2,01/01/2006,666.33,4,ACT,ACT skill level 4
2,01/01/2006,446.23,5,ACT,ACT skill level 5
0,01/01/2007,249858.51,0,AUST,AUSTRALIAN TOTAL
2,01/01/2007,81379.09,1,AUST,Australia skill level 1
2,01/01/2007,19770,2,AUST,Australia skill level 2
2,01/01/2007,27134.15,3,AUST,Australia skill level 3
2,01/01/2007,70930.52,4,AUST,Australia skill level 4
2,01/01/2007,49548.46,5,AUST,Australia skill level 5
1,01/01/2007,84378.76,0,NSW,NSW TOTAL
2,01/01/2007,32383.26,1,NSW,NSW skill level 1
2,01/01/2007,6394.42,2,NSW,NSW skill level 2
2,01/01/2007,8122.33,3,NSW,NSW skill level 3
2,01/01/2007,23265.17,4,NSW,NSW skill level 4
2,01/01/2007,13589.99,5,NSW,NSW skill level 5
1,01/01/2007,57612.29,0,VIC,VIC TOTAL
2,01/01/2007,18965.24,1,VIC,VIC skill level 1
2,01/01/2007,4366.77,2,VIC,VIC skill level 2
2,01/01/2007,6353.23,3,VIC,VIC skill level 3
2,01/01/2007,16389.54,4,VIC,VIC skill level 4
2,01/01/2007,11398.65,5,VIC,VIC skill level 5
1,01/01/2007,58792.76,0,QLD,QLD TOTAL
2,01/01/2007,15993.93,1,QLD,QLD skill level 1
2,01/01/2007,4994.86,2,QLD,QLD skill level 2
2,01/01/2007,7304.7,3,QLD,QLD skill level 3
2,01/01/2007,16948.15,4,QLD,QLD skill level 4
2,01/01/2007,13399.95,5,QLD,QLD skill level 5
1,01/01/2007,14518.57,0,SA,SA TOTAL
2,01/01/2007,3249.25,1,SA,SA skill level 1
2,01/01/2007,1086.01,2,SA,SA skill level 2
2,01/01/2007,1801.05,3,SA,SA skill level 3
2,01/01/2007,4304.33,4,SA,SA skill level 4
2,01/01/2007,4044.34,5,SA,SA skill level 5
1,01/01/2007,23611.87,0,WA,WA TOTAL
2,01/01/2007,7323.83,1,WA,WA skill level 1
2,01/01/2007,1899.48,2,WA,WA skill level 2
2,01/01/2007,2456.61,3,WA,WA skill level 3
2,01/01/2007,7260.48,4,WA,WA skill level 4
2,01/01/2007,4596.77,5,WA,WA skill level 5
1,01/01/2007,3232.06,0,TAS,TAS TOTAL
2,01/01/2007,613.1,1,TAS,TAS skill level 1
2,01/01/2007,187.48,2,TAS,TAS skill level 2
2,01/01/2007,367.22,3,TAS,TAS skill level 3
2,01/01/2007,925.76,4,TAS,TAS skill level 4
2,01/01/2007,1114.77,5,TAS,TAS skill level 5
1,01/01/2007,3069.91,0,NT,NT TOTAL
2,01/01/2007,609.86,1,NT,NT skill level 1
2,01/01/2007,274.94,2,NT,NT skill level 2
2,01/01/2007,456.14,3,NT,NT skill level 3
2,01/01/2007,961.37,4,NT,NT skill level 4
2,01/01/2007,796.52,5,NT,NT skill level 5
1,01/01/2007,4157.92,0,ACT,ACT TOTAL
2,01/01/2007,2033.93,1,ACT,ACT skill level 1
2,01/01/2007,435.81,2,ACT,ACT skill level 2
2,01/01/2007,260.02,3,ACT,ACT skill level 3
2,01/01/2007,894.3,4,ACT,ACT skill level 4
2,01/01/2007,510.03,5,ACT,ACT skill level 5
0,01/01/2008,304530.11,0,AUST,AUSTRALIAN TOTAL
2,01/01/2008,105634.37,1,AUST,Australia skill level 1
2,01/01/2008,26607.26,2,AUST,Australia skill level 2
2,01/01/2008,32022.65,3,AUST,Australia skill level 3
2,01/01/2008,84854.2,4,AUST,Australia skill level 4
2,01/01/2008,53435.64,5,AUST,Australia skill level 5
1,01/01/2008,101479.09,0,NSW,NSW TOTAL
2,01/01/2008,41033.46,1,NSW,NSW skill level 1
2,01/01/2008,8100.01,2,NSW,NSW skill level 2
2,01/01/2008,9355.5,3,NSW,NSW skill level 3
2,01/01/2008,27420.09,4,NSW,NSW skill level 4
2,01/01/2008,14566.85,5,NSW,NSW skill level 5
1,01/01/2008,71905.7,0,VIC,VIC TOTAL
2,01/01/2008,24501.86,1,VIC,VIC skill level 1
2,01/01/2008,5955.6,2,VIC,VIC skill level 2
2,01/01/2008,7525.56,3,VIC,VIC skill level 3
2,01/01/2008,20593.87,4,VIC,VIC skill level 4
2,01/01/2008,13198.08,5,VIC,VIC skill level 5
1,01/01/2008,71417.63,0,QLD,QLD TOTAL
2,01/01/2008,21151.03,1,QLD,QLD skill level 1
2,01/01/2008,7159.61,2,QLD,QLD skill level 2
2,01/01/2008,8693.58,3,QLD,QLD skill level 3
2,01/01/2008,19905.29,4,QLD,QLD skill level 4
2,01/01/2008,14228.61,5,QLD,QLD skill level 5
1,01/01/2008,16423.68,0,SA,SA TOTAL
2,01/01/2008,4365.5,1,SA,SA skill level 1
2,01/01/2008,1281.18,2,SA,SA skill level 2
2,01/01/2008,2010.84,3,SA,SA skill level 3
2,01/01/2008,4866.09,4,SA,SA skill level 4
2,01/01/2008,3851.17,5,SA,SA skill level 5
1,01/01/2008,30430.77,0,WA,WA TOTAL
2,01/01/2008,10485.28,1,WA,WA skill level 1
2,01/01/2008,2796.17,2,WA,WA skill level 2
2,01/01/2008,3189.43,3,WA,WA skill level 3
2,01/01/2008,8852.69,4,WA,WA skill level 4
2,01/01/2008,4947.87,5,WA,WA skill level 5
1,01/01/2008,3297.36,0,TAS,TAS TOTAL
2,01/01/2008,697.55,1,TAS,TAS skill level 1
2,01/01/2008,200.09,2,TAS,TAS skill level 2
2,01/01/2008,367.29,3,TAS,TAS skill level 3
2,01/01/2008,963.83,4,TAS,TAS skill level 4
2,01/01/2008,1062.34,5,TAS,TAS skill level 5
1,01/01/2008,3813.82,0,NT,NT TOTAL
2,01/01/2008,829.62,1,NT,NT skill level 1
2,01/01/2008,299.86,2,NT,NT skill level 2
2,01/01/2008,584.93,3,NT,NT skill level 3
2,01/01/2008,1204.24,4,NT,NT skill level 4
2,01/01/2008,906.93,5,NT,NT skill level 5
1,01/01/2008,4716.76,0,ACT,ACT TOTAL
2,01/01/2008,2131.77,1,ACT,ACT skill level 1
2,01/01/2008,557.58,2,ACT,ACT skill level 2
2,01/01/2008,332.06,3,ACT,ACT skill level 3
2,01/01/2008,1027.45,4,ACT,ACT skill level 4
2,01/01/2008,648.74,5,ACT,ACT skill level 5
0,01/01/2009,195861.84,0,AUST,AUSTRALIAN TOTAL
2,01/01/2009,72067.42,1,AUST,Australia skill level 1
2,01/01/2009,17606.09,2,AUST,Australia skill level 2
2,01/01/2009,20817.41,3,AUST,Australia skill level 3
2,01/01/2009,49757.65,4,AUST,Australia skill level 4
2,01/01/2009,34273.56,5,AUST,Australia skill level 5
1,01/01/2009,60595.3,0,NSW,NSW TOTAL
2,01/01/2009,23843.7,1,NSW,NSW skill level 1
2,01/01/2009,4883.4,2,NSW,NSW skill level 2
2,01/01/2009,6028.99,3,NSW,NSW skill level 3
2,01/01/2009,15634.18,4,NSW,NSW skill level 4
2,01/01/2009,9526.34,5,NSW,NSW skill level 5
1,01/01/2009,44704.32,0,VIC,VIC TOTAL
2,01/01/2009,16836.62,1,VIC,VIC skill level 1
2,01/01/2009,3861.32,2,VIC,VIC skill level 2
2,01/01/2009,4567.43,3,VIC,VIC skill level 3
2,01/01/2009,11360.24,4,VIC,VIC skill level 4
2,01/01/2009,8140.65,5,VIC,VIC skill level 5
1,01/01/2009,46835.38,0,QLD,QLD TOTAL
2,01/01/2009,15516.79,1,QLD,QLD skill level 1
2,01/01/2009,4631.27,2,QLD,QLD skill level 2
2,01/01/2009,5549.3,3,QLD,QLD skill level 3
2,01/01/2009,12097.57,4,QLD,QLD skill level 4
2,01/01/2009,8850.32,5,QLD,QLD skill level 5
1,01/01/2009,11788.18,0,SA,SA TOTAL
2,01/01/2009,3258.26,1,SA,SA skill level 1
2,01/01/2009,929.1,2,SA,SA skill level 2
2,01/01/2009,1466.71,3,SA,SA skill level 3
2,01/01/2009,3286.58,4,SA,SA skill level 4
2,01/01/2009,2810.95,5,SA,SA skill level 5
1,01/01/2009,20931.88,0,WA,WA TOTAL
2,01/01/2009,8334.53,1,WA,WA skill level 1
2,01/01/2009,2095.15,2,WA,WA skill level 2
2,01/01/2009,2276.63,3,WA,WA skill level 3
2,01/01/2009,4959.01,4,WA,WA skill level 4
2,01/01/2009,3169.69,5,WA,WA skill level 5
1,01/01/2009,2269.51,0,TAS,TAS TOTAL
2,01/01/2009,546.46,1,TAS,TAS skill level 1
2,01/01/2009,184.82,2,TAS,TAS skill level 2
2,01/01/2009,219.84,3,TAS,TAS skill level 3
2,01/01/2009,619.72,4,TAS,TAS skill level 4
2,01/01/2009,698.78,5,TAS,TAS skill level 5
1,01/01/2009,3153.95,0,NT,NT TOTAL
2,01/01/2009,923.88,1,NT,NT skill level 1
2,01/01/2009,300.08,2,NT,NT skill level 2
2,01/01/2009,456.76,3,NT,NT skill level 3
2,01/01/2009,877.61,4,NT,NT skill level 4
2,01/01/2009,574.24,5,NT,NT skill level 5
1,01/01/2009,4565.43,0,ACT,ACT TOTAL
